YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,CANCELLED,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,2,5,WN,118,PVD,TPA,20,30,0,10,0,20,0,0
2015,1,2,5,WN,3589,RIC,MCO,-2,10,0,,,,,
2015,1,2,5,WN,1669,SAN,SEA,9,1,0,,,,,
2015,1,2,5,WN,562,SNA,SFO,3,-4,0,,,,,
2015,1,2,5,AA,24,SFO,JFK,-14,-31,0,,,,,
2015,1,2,5,AA,153,MCO,ORD,-4,-1,0,,,,,
2015,1,2,5,AA,1053,DFW,PHL,-6,-30,0,,,,,
2015,1,2,5,AA,1206,SAT,DFW,-3,-11,0,,,,,
2015,1,2,5,AA,1173,IAD,MIA,-3,11,0,,,,,
2015,1,2,5,AA,1537,ORD,MCO,6,16,0,10,0,6,0,0
2015,1,2,5,AA,1552,BWI,MIA,-10,-7,0,,,,,
2015,1,2,5,AA,1614,MIA,EWR,-3,-8,0,,,,,
2015,1,2,5,AA,1650,MIA,MCO,0,4,0,,,,,
2015,1,2,5,AA,2358,BDL,DFW,-2,21,0,21,0,0,0,0
2015,1,2,5,AA,2426,LAX,DFW,51,63,0,12,0,51,0,0
2015,1,2,5,AS,222,SEA,SFO,-5,-19,0,,,,,
2015,1,2,5,AS,855,PDX,KOA,-2,-1,0,,,,,
2015,1,2,5,AS,865,OAK,OGG,-4,0,0,,,,,
2015,1,2,5,B6,959,BDL,FLL,-3,26,0,26,0,0,0,0
2015,1,2,5,DL,331,ATL,SLC,-2,-24,0,,,,,
2015,1,2,5,DL,1502,CVG,TPA,-4,-21,0,,,,,
2015,1,2,5,DL,1618,MCO,ATL,-5,-8,0,,,,,
2015,1,2,5,DL,2603,DEN,MSP,10,10,0,,,,,
2015,1,2,5,DL,2647,ATL,CVG,0,-5,0,,,,,
2015,1,2,5,DL,1054,BDL,ATL,-2,-8,0,,,,,
2015,1,2,5,EV,3255,IAH,LCH,-8,-8,0,,,,,
2015,1,2,5,EV,4128,IAH,MOB,-9,-12,0,,,,,
2015,1,2,5,EV,4168,IAH,LIT,3,0,0,,,,,
2015,1,2,5,EV,4189,IAH,JAN,-7,-19,0,,,,,
2015,1,2,5,EV,4479,IAH,PNS,-3,1,0,,,,,
2015,1,2,5,EV,4413,IAH,DAL,-2,-1,0,,,,,
2015,1,2,5,EV,4546,ORD,RIC,0,-8,0,,,,,
2015,1,2,5,EV,5035,CHA,DTW,-7,-14,0,,,,,
2015,1,2,5,EV,5347,CLE,MSP,-4,-22,0,,,,,
2015,1,2,5,EV,5466,IAH,DTW,-4,-17,0,,,,,
2015,1,2,5,EV,5518,BTR,ATL,2,10,0,,,,,
2015,1,2,5,EV,6189,IAH,CMH,-2,-7,0,,,,,
2015,1,2,5,MQ,2795,DFW,HOU,-6,-9,0,,,,,
2015,1,2,5,MQ,2946,LCH,DFW,-2,-6,0,,,,,
2015,1,2,5,MQ,3283,ORD,DAY,-5,4,0,,,,,
2015,1,2,5,MQ,3307,BIS,DFW,-4,-14,0,,,,,
2015,1,2,5,MQ,3491,DFW,CVG,23,23,0,0,0,23,0,0
2015,1,2,5,MQ,3555,CMH,ORD,-10,-2,0,,,,,
2015,1,2,5,NK,832,IAH,MCO,12,22,0,22,0,0,0,0
2015,1,2,5,OO,6200,ORF,ORD,-1,5,0,,,,,
2015,1,2,5,OO,4474,MSP,FAR,-2,-1,0,,,,,
2015,1,2,5,OO,4643,DEN,SLC,17,14,0,,,,,
2015,1,2,5,OO,5178,IAH,CLE,60,45,0,0,0,13,32,0
2015,1,2,5,OO,6377,CPR,DEN,36,22,0,0,0,22,0,0
2015,1,2,5,OO,5377,LAX,CLD,-1,1,0,,,,,
2015,1,2,5,DL,496,JFK,MSY,-6,-4,0,,,,,
2015,1,2,5,EV,4485,IAH,RDU,5,11,0,,,,,
2015,1,2,5,EV,5987,TYS,ORD,6,4,0,,,,,
2015,1,2,5,EV,6036,ELP,DEN,,,1,,,,,
2015,1,2,5,HA,122,HNL,ITO,-3,6,0,,,,,
2015,1,2,5,DL,2656,SLC,LAX,-6,18,0,18,0,0,0,0
2015,1,2,5,EV,3270,IAH,BNA,81,78,0,0,0,78,0,0
2015,1,2,5,UA,1186,LAS,DEN,0,6,0,,,,,
2015,1,2,5,AS,60,JNU,KTN,6,5,0,,,,,
2015,1,2,5,UA,1088,EWR,IAH,2,13,0,,,,,
2015,1,2,5,DL,1322,PHL,DTW,-4,-17,0,,,,,
2015,1,2,5,EV,4405,IAH,STL,-1,-5,0,,,,,
2015,1,2,5,UA,72,HNL,SFO,3,-15,0,,,,,
2015,1,2,5,UA,268,JAC,DEN,0,7,0,,,,,
2015,1,2,5,UA,316,PHX,IAD,46,20,0,0,0,0,0,20
2015,1,2,5,UA,340,EWR,FLL,-7,-19,0,,,,,
2015,1,2,5,UA,1668,EWR,SFO,-2,-21,0,,,,,
2015,1,2,5,UA,1172,IAH,IAD,4,10,0,,,,,
2015,1,2,5,UA,1278,ATL,SFO,5,-19,0,,,,,
2015,1,2,5,US,503,CMH,PHX,-8,20,0,20,0,0,0,0
2015,1,2,5,US,531,DTW,PHX,-2,-18,0,,,,,
2015,1,2,5,US,1835,PIT,PHL,15,10,0,,,,,
2015,1,2,5,US,2077,ORD,CLT,-4,-6,0,,,,,
2015,1,2,5,WN,4629,ATL,BOS,2,-14,0,,,,,
2015,1,2,5,WN,1017,AUS,DAL,5,-6,0,,,,,
2015,1,2,5,WN,2584,BDL,DEN,-2,26,0,26,0,0,0,0
2015,1,2,5,WN,4562,OAK,LAS,-2,-10,0,,,,,
2015,1,2,5,WN,1361,PHL,ATL,-7,2,0,,,,,
2015,1,2,5,WN,2251,PHL,TPA,-2,-1,0,,,,,
2015,1,2,5,WN,1739,CMH,MDW,3,-5,0,,,,,
2015,1,2,5,WN,998,DAL,AUS,-2,2,0,,,,,
2015,1,2,5,WN,1954,FLL,ATL,-6,-7,0,,,,,
2015,1,2,5,WN,222,STL,DAL,-2,-2,0,,,,,
2015,1,2,5,WN,1262,JAX,BWI,-4,-28,0,,,,,
2015,1,2,5,WN,2957,MDW,PIT,0,-12,0,,,,,
2015,1,2,5,WN,1363,PIT,RSW,6,-4,0,,,,,
2015,1,2,5,WN,2968,SDF,DEN,-10,-17,0,,,,,
2015,1,2,5,WN,615,SJC,SEA,14,7,0,,,,,
2015,1,2,5,AA,46,SJC,ORD,18,48,0,30,0,0,0,18
2015,1,2,5,AA,1184,ABQ,DFW,0,18,0,18,0,0,0,0
2015,1,2,5,AA,1198,PSP,DFW,-4,8,0,,,,,
2015,1,2,5,AA,1209,TPA,LAX,-4,10,0,,,,,
2015,1,2,5,AA,1383,DFW,IAH,-4,4,0,,,,,
2015,1,2,5,AA,1395,ORD,TPA,-4,6,0,,,,,
2015,1,2,5,AA,2357,BNA,DFW,-7,-3,0,,,,,
2015,1,2,5,AA,2473,ORD,MIA,-5,-1,0,,,,,
2015,1,2,5,AS,244,PDX,SFO,-8,-20,0,,,,,
2015,1,2,5,AS,612,SEA,LAS,-2,-5,0,,,,,
2015,1,2,5,AS,634,SEA,PHX,-3,-6,0,,,,,
2015,1,2,5,B6,1465,BUF,FLL,0,-14,0,,,,,
2015,1,2,5,DL,2061,PHL,ATL,-2,9,0,,,,,
2015,1,2,5,DL,2084,ATL,BDL,-3,-11,0,,,,,
2015,1,2,5,DL,311,ATL,BOS,-4,-19,0,,,,,
2015,1,2,5,DL,340,ATL,MSP,-1,-7,0,,,,,
2015,1,2,5,DL,810,IAH,ATL,-3,-14,0,,,,,
2015,1,2,5,DL,853,DTW,RSW,-4,-34,0,,,,,
2015,1,2,5,DL,1091,ATL,JAX,-2,-16,0,,,,,
2015,1,2,5,DL,1257,DTW,ATL,-4,-14,0,,,,,
2015,1,2,5,DL,1390,TRI,ATL,-5,-5,0,,,,,
2015,1,2,5,DL,1484,DTW,TPA,-4,-29,0,,,,,
2015,1,2,5,DL,1604,DTW,FLL,-2,-23,0,,,,,
2015,1,2,5,DL,1688,ATL,DTW,-1,-14,0,,,,,
2015,1,2,5,DL,1848,DTW,LGA,-7,-24,0,,,,,
2015,1,2,5,DL,2499,LAX,SLC,9,7,0,,,,,
2015,1,2,5,EV,2502,RAP,DFW,3,8,0,,,,,
2015,1,2,5,EV,2563,DFW,CRP,2,22,0,20,0,2,0,0
2015,1,2,5,EV,3926,IAH,MFE,0,30,0,30,0,0,0,0
2015,1,2,5,EV,2572,MEI,DFW,-3,21,0,21,0,0,0,0
2015,1,2,5,EV,4950,AUS,DTW,6,3,0,,,,,
2015,1,2,5,MQ,3040,GCK,DFW,0,50,0,50,0,0,0,0
2015,1,2,5,MQ,3088,MLI,ORD,-7,25,0,25,0,0,0,0
2015,1,2,5,MQ,2993,TVC,ORD,-2,29,0,29,0,0,0,0
2015,1,2,5,MQ,3452,GNV,MIA,-4,-20,0,,,,,
2015,1,2,5,NK,313,DTW,DFW,17,19,0,19,0,0,0,0
2015,1,2,5,NK,731,ORD,LAX,-3,-10,0,,,,,
2015,1,2,5,OO,2605,SLC,LAX,-2,13,0,,,,,
2015,1,2,5,OO,7423,BRD,MSP,0,14,0,,,,,
2015,1,2,5,OO,4621,SBN,MSP,-4,6,0,,,,,
2015,1,2,5,OO,6424,TUS,DEN,-9,-8,0,,,,,
2015,1,2,5,DL,2043,DTW,MIA,1,-11,0,,,,,
2015,1,2,5,HA,123,HNL,LIH,0,3,0,,,,,
2015,1,2,5,UA,221,IAH,MCO,-5,-4,0,,,,,
2015,1,2,5,UA,369,IAH,EWR,7,19,0,12,0,7,0,0
2015,1,2,5,UA,398,IAH,LAS,-3,-15,0,,,,,
2015,1,2,5,UA,1673,IAH,LAX,4,-3,0,,,,,
2015,1,2,5,EV,4615,IAH,MSY,2,18,0,16,0,2,0,0
2015,1,2,5,EV,4709,IAH,GPT,-6,-8,0,,,,,
2015,1,2,5,EV,5908,DIK,DEN,-10,-29,0,,,,,
2015,1,2,5,UA,498,SFO,SAN,-8,-22,0,,,,,
2015,1,2,5,B6,326,TPA,JFK,-6,-11,0,,,,,
2015,1,2,5,DL,1371,DTW,MCO,-2,-25,0,,,,,
2015,1,2,5,UA,596,SEA,IAH,-1,2,0,,,,,
2015,1,2,5,UA,1522,LGA,IAH,-3,22,0,22,0,0,0,0
2015,1,2,5,B6,683,JFK,MCO,-4,1,0,,,,,
2015,1,2,5,B6,1717,LGA,TPA,-8,-11,0,,,,,
2015,1,2,5,OO,4696,BNA,SLC,-3,-8,0,,,,,
2015,1,2,5,UA,539,IAH,SEA,0,3,0,,,,,
2015,1,2,5,UA,1126,IAH,DEN,3,13,0,,,,,
2015,1,2,5,US,506,STL,PHX,12,-7,0,,,,,
2015,1,2,5,US,565,PHL,DFW,-5,6,0,,,,,
2015,1,2,5,US,578,ORD,PHL,1,-13,0,,,,,
2015,1,2,5,US,623,MSP,PHX,-2,7,0,,,,,
2015,1,2,5,US,662,CLT,SFO,-5,-14,0,,,,,
2015,1,2,5,US,692,CLT,PHX,0,16,0,16,0,0,0,0
2015,1,2,5,US,1862,SJU,CLT,-10,-40,0,,,,,
2015,1,2,5,US,1913,CLT,PHL,-6,-12,0,,,,,
2015,1,2,5,US,1969,CLT,RSW,1,-4,0,,,,,
2015,1,2,5,US,2068,PHX,CLT,7,8,0,,,,,
2015,1,2,5,US,2091,CLT,DFW,-2,6,0,,,,,
2015,1,2,5,VX,11,JFK,SFO,-1,8,0,,,,,
2015,1,2,5,VX,183,EWR,SFO,-4,-14,0,,,,,
2015,1,2,5,VX,404,LAX,JFK,58,42,0,0,0,42,0,0
2015,1,2,5,VX,731,DCA,DAL,-8,8,0,,,,,
2015,1,2,5,VX,781,LAX,SEA,-1,-3,0,,,,,
2015,1,2,5,WN,760,OKC,MDW,-3,-14,0,,,,,
2015,1,2,5,WN,2466,ONT,LAS,7,-8,0,,,,,
2015,1,2,5,WN,1428,BNA,MDW,-2,-9,0,,,,,
2015,1,2,5,WN,1642,BOI,DEN,-1,-11,0,,,,,
2015,1,2,5,WN,3,DAL,HOU,-4,-3,0,,,,,
2015,1,2,5,WN,2272,HOU,MSY,0,-1,0,,,,,
2015,1,2,5,WN,1709,HOU,PHX,0,-11,0,,,,,
2015,1,2,5,WN,2169,LAS,LAX,-4,-10,0,,,,,
2015,1,2,5,WN,1263,LAS,SMF,2,5,0,,,,,
2015,1,2,5,WN,2601,MDW,CMH,-5,-6,0,,,,,
2015,1,2,5,WN,1543,SAN,OAK,-4,-5,0,,,,,
2015,1,2,5,WN,2880,SFO,SAN,-3,-15,0,,,,,
2015,1,2,5,WN,923,SJU,FLL,-3,-7,0,,,,,
2015,1,2,5,AA,137,DCA,DFW,0,1,0,,,,,
2015,1,2,5,AA,76,SFO,LAX,-8,-11,0,,,,,
2015,1,2,5,AA,84,JFK,BOS,-6,-2,0,,,,,
2015,1,2,5,AA,311,LGA,ORD,-9,-21,0,,,,,
2015,1,2,5,AA,392,ORD,LGA,-6,-20,0,,,,,
2015,1,2,5,AA,1067,LAX,ORD,-7,-24,0,,,,,
2015,1,2,5,AA,1111,LGA,DFW,-9,17,0,17,0,0,0,0
2015,1,2,5,AA,1199,STL,ORD,-10,-18,0,,,,,
2015,1,2,5,AA,1284,DFW,MCI,2,-5,0,,,,,
2015,1,2,5,AA,1382,LGA,PBI,-5,-11,0,,,,,
2015,1,2,5,AA,1695,MCO,MIA,1,3,0,,,,,
2015,1,2,5,AA,1499,DFW,LAS,-5,-12,0,,,,,
2015,1,2,5,AA,2305,ORD,DFW,,,1,,,,,
2015,1,2,5,AA,2279,ORD,AUS,-4,12,0,,,,,
2015,1,2,5,AA,2317,ORD,RSW,-4,-5,0,,,,,
2015,1,2,5,AS,91,SEA,ANC,-6,-13,0,,,,,
2015,1,2,5,B6,569,BOS,FLL,-4,-15,0,,,,,
2015,1,2,5,B6,470,FLL,BOS,-5,-14,0,,,,,
2015,1,2,5,B6,1289,EWR,SJU,-5,-21,0,,,,,
2015,1,2,5,B6,1702,FLL,JFK,-3,-15,0,,,,,
2015,1,2,5,DL,1946,DEN,LGA,-2,-20,0,,,,,
2015,1,2,5,DL,1950,SLC,DTW,20,10,0,,,,,
2015,1,2,5,DL,2072,GEG,MSP,-3,-9,0,,,,,
2015,1,2,5,DL,2103,ATL,MIA,1,-16,0,,,,,
2015,1,2,5,DL,369,LAX,ATL,11,-5,0,,,,,
2015,1,2,5,DL,1078,PNS,ATL,-1,-14,0,,,,,
2015,1,2,5,DL,1275,DCA,DTW,-6,-11,0,,,,,
2015,1,2,5,DL,1291,MSP,ATL,-2,-16,0,,,,,
2015,1,2,5,DL,1403,GSO,ATL,-2,5,0,,,,,
2015,1,2,5,DL,1431,MSP,MIA,-2,-21,0,,,,,
2015,1,2,5,DL,1836,CHS,ATL,0,6,0,,,,,
2015,1,2,5,DL,2171,SDF,ATL,-6,-22,0,,,,,
2015,1,2,5,DL,2185,FLL,JFK,-4,-14,0,,,,,
2015,1,2,5,DL,2250,TPA,ATL,-5,-1,0,,,,,
2015,1,2,5,DL,2560,BWI,SLC,-5,-13,0,,,,,
2015,1,2,5,B6,1251,HPN,RSW,-9,-8,0,,,,,
2015,1,2,5,EV,3259,HPN,ORD,-2,0,0,,,,,
2015,1,2,5,EV,4432,LBB,IAH,12,18,0,6,0,12,0,0
2015,1,2,5,EV,4704,IAH,CHS,-9,-2,0,,,,,
2015,1,2,5,EV,4728,IAH,CRP,0,31,0,31,0,0,0,0
2015,1,2,5,EV,4883,CAE,ATL,4,1,0,,,,,
2015,1,2,5,EV,5046,CSG,ATL,-1,-8,0,,,,,
2015,1,2,5,EV,5484,MSP,MDW,5,6,0,,,,,
2015,1,2,5,F9,1070,ORD,ATL,10,23,0,13,0,10,0,0
2015,1,2,5,MQ,2853,GSO,DFW,-3,-10,0,,,,,
2015,1,2,5,HA,118,HNL,KOA,-2,1,0,,,,,
2015,1,2,5,MQ,2772,ORD,MSN,-1,26,0,26,0,0,0,0
2015,1,2,5,MQ,2807,SGF,DFW,20,31,0,11,0,20,0,0
2015,1,2,5,MQ,3098,SGF,ORD,0,16,0,16,0,0,0,0
2015,1,2,5,MQ,3197,CID,DFW,-7,14,0,,,,,
2015,1,2,5,MQ,3170,CMI,ORD,28,41,0,13,0,28,0,0
2015,1,2,5,MQ,3278,DFW,BTR,-5,-8,0,,,,,
2015,1,2,5,MQ,3286,DFW,SHV,45,41,0,0,0,32,9,0
2015,1,2,5,MQ,3392,ORD,CLE,27,58,0,31,0,27,0,0
2015,1,2,5,MQ,3439,DFW,TYS,3,11,0,,,,,
2015,1,2,5,NK,173,LBE,TPA,-8,-13,0,,,,,
2015,1,2,5,NK,469,FLL,DFW,-2,-12,0,,,,,
2015,1,2,5,NK,511,FLL,DTW,61,50,0,50,0,0,0,0
2015,1,2,5,NK,311,ACY,MCO,-9,-13,0,,,,,
2015,1,2,5,OO,2593,RDM,LAX,9,12,0,,,,,
2015,1,2,5,OO,4439,LAS,SEA,0,7,0,,,,,
2015,1,2,5,OO,4975,STL,SFO,-1,-8,0,,,,,
2015,1,2,5,OO,5171,LAX,PHX,-7,-7,0,,,,,
2015,1,2,5,OO,6307,MSP,SFO,2,-15,0,,,,,
2015,1,2,5,OO,5398,SFO,SMF,-4,-1,0,,,,,
2015,1,2,5,OO,6537,SLC,DEN,-3,-1,0,,,,,
2015,1,2,5,US,525,CLT,FLL,-4,-14,0,,,,,
2015,1,2,5,B6,461,LGA,PBI,-10,-19,0,,,,,
2015,1,2,5,DL,2359,CVG,RSW,-5,-19,0,,,,,
2015,1,2,5,NK,163,DFW,ATL,-5,1,0,,,,,
2015,1,2,5,UA,270,BWI,DEN,-1,2,0,,,,,
2015,1,2,5,UA,283,MCO,CLE,51,40,0,0,0,13,27,0
2015,1,2,5,UA,1402,BOS,DEN,12,-3,0,,,,,
2015,1,2,5,OO,4496,MCI,LAX,-1,-4,0,,,,,
2015,1,2,5,EV,4096,RIC,ORD,38,29,0,29,0,0,0,0
2015,1,2,5,OO,4856,LAX,SJC,193,193,0,0,0,193,0,0
2015,1,2,5,UA,1524,ORD,IAH,7,11,0,,,,,
2015,1,2,5,UA,1119,BIL,DEN,-4,-15,0,,,,,
2015,1,2,5,US,2042,CLT,JFK,-3,-6,0,,,,,
2015,1,2,5,NK,478,FLL,ORD,13,-1,0,,,,,
2015,1,2,5,UA,245,CMH,ORD,739,768,0,29,0,22,717,0
2015,1,2,5,UA,392,ORD,DTW,-7,-22,0,,,,,
2015,1,2,5,UA,1456,CLE,MCO,-4,-12,0,,,,,
2015,1,2,5,UA,1234,LAX,IAD,-7,-17,0,,,,,
2015,1,2,5,US,428,CLT,DEN,-4,-4,0,,,,,
2015,1,2,5,US,581,PHL,SAN,-1,19,0,19,0,0,0,0
2015,1,2,5,US,761,LAX,CLT,-3,10,0,,,,,
2015,1,2,5,US,770,PHL,SJU,-5,-7,0,,,,,
2015,1,2,5,US,1737,TPA,MIA,1,3,0,,,,,
2015,1,2,5,US,1901,CLT,PBI,-3,2,0,,,,,
2015,1,2,5,US,1923,MEM,CLT,-7,-21,0,,,,,
2015,1,2,5,US,1933,PHL,ORD,-4,5,0,,,,,
2015,1,2,5,US,2055,PHL,MIA,-5,-23,0,,,,,
2015,1,2,5,WN,2137,ABQ,PHX,-2,0,0,,,,,
2015,1,2,5,WN,4186,BHM,BWI,40,23,0,0,0,23,0,0
2015,1,2,5,WN,4278,BWI,CMH,-6,-10,0,,,,,
2015,1,2,5,WN,540,BWI,DEN,-3,4,0,,,,,
2015,1,2,5,WN,2469,CAK,BOS,-3,-26,0,,,,,
2015,1,2,5,WN,1344,DAL,ABQ,-4,0,0,,,,,
2015,1,2,5,WN,3661,EWR,MDW,-1,3,0,,,,,
2015,1,2,5,WN,4896,HOU,MCO,-3,0,0,,,,,
2015,1,2,5,WN,865,ISP,MCO,15,-3,0,,,,,
2015,1,2,5,WN,4121,LAX,RNO,40,33,0,0,0,0,33,0
2015,1,2,5,WN,2378,MCI,IND,1,-7,0,,,,,
2015,1,2,5,WN,2155,MCO,BNA,2,24,0,24,0,0,0,0
2015,1,2,5,WN,112,MDW,DCA,2,-11,0,,,,,
2015,1,2,5,WN,2501,PHX,STL,20,12,0,,,,,
2015,1,2,5,WN,1646,SEA,SAN,4,-11,0,,,,,
2015,1,2,5,WN,521,SJC,LAS,2,1,0,,,,,
2015,1,2,5,AA,83,MCO,DFW,1,-8,0,,,,,
2015,1,2,5,AA,183,LAS,LAX,-9,2,0,,,,,
2015,1,2,5,AA,1320,DFW,BDL,30,23,0,0,0,9,14,0
2015,1,2,5,AA,1423,PBI,DFW,-2,-15,0,,,,,
2015,1,2,5,AA,2250,SLC,DFW,106,125,0,19,0,106,0,0
2015,1,2,5,AS,25,BOS,SEA,-5,34,0,34,0,0,0,0
2015,1,2,5,AS,61,SEA,JNU,86,84,0,0,0,84,0,0
2015,1,2,5,AS,65,SEA,KTN,-9,-7,0,,,,,
2015,1,2,5,AS,73,JNU,ANC,-5,-6,0,,,,,
2015,1,2,5,AS,676,SEA,DEN,-5,-5,0,,,,,
2015,1,2,5,B6,350,TPA,DCA,-8,-10,0,,,,,
2015,1,2,5,B6,51,BOS,MCO,-4,-15,0,,,,,
2015,1,2,5,AA,1447,RSW,DFW,-2,5,0,,,,,
2015,1,2,5,DL,969,ATL,TPA,-5,-8,0,,,,,
2015,1,2,5,EV,2567,SHV,DFW,25,29,0,4,0,25,0,0
2015,1,2,5,EV,3268,IAH,SHV,-2,17,0,17,0,0,0,0
2015,1,2,5,EV,4671,IAH,IND,-3,15,0,15,0,0,0,0
2015,1,2,5,EV,5395,DTW,BOS,-7,-34,0,,,,,
2015,1,2,5,F9,1292,CVG,MCO,-13,5,0,,,,,
2015,1,2,5,MQ,2759,ORD,CVG,-4,23,0,23,0,0,0,0
2015,1,2,5,MQ,2947,DFW,LIT,-4,-3,0,,,,,
2015,1,2,5,MQ,3069,CVG,ORD,-5,12,0,,,,,
2015,1,2,5,OO,2607,LAX,SMF,-5,-9,0,,,,,
2015,1,2,5,DL,1319,DTW,ORD,-6,-37,0,,,,,
2015,1,2,5,HA,115,OGG,HNL,-2,0,0,,,,,
2015,1,2,5,EV,5794,IAH,OKC,4,21,0,17,0,4,0,0
2015,1,2,5,OO,5598,IAH,TUL,-9,-5,0,,,,,
2015,1,2,5,UA,1751,PHL,ORD,7,20,0,13,0,7,0,0
2015,1,2,5,UA,1125,FLL,EWR,-2,-12,0,,,,,
2015,1,2,5,B6,221,BOS,PBI,-5,-8,0,,,,,
2015,1,2,5,DL,434,JFK,LAS,-6,-18,0,,,,,
2015,1,2,5,EV,4183,CLE,IAH,-5,30,0,30,0,0,0,0
2015,1,2,5,EV,4357,IAH,CVG,7,8,0,,,,,
2015,1,2,5,UA,207,FLL,IAH,-6,-17,0,,,,,
2015,1,2,5,UA,717,ORD,EWR,-6,-26,0,,,,,
2015,1,2,5,EV,4647,ORD,BNA,-6,-4,0,,,,,
2015,1,2,5,EV,5664,IAH,BTR,-5,6,0,,,,,
2015,1,2,5,US,1732,CLT,DCA,3,-4,0,,,,,
2015,1,2,5,F9,787,DEN,PDX,33,20,0,0,0,20,0,0
2015,1,2,5,US,562,PHL,SFO,-1,-3,0,,,,,
2015,1,2,5,US,582,LAX,PHX,-7,-4,0,,,,,
2015,1,2,5,US,797,PHL,LAX,0,26,0,26,0,0,0,0
2015,1,2,5,US,1747,CLT,BDL,-6,-23,0,,,,,
2015,1,2,5,US,1837,CLT,MSP,-7,-10,0,,,,,
2015,1,2,5,US,1879,CLT,DTW,-5,-8,0,,,,,
2015,1,2,5,US,1984,CLT,EWR,-6,-20,0,,,,,
2015,1,2,5,US,2050,CLT,RDU,-6,-12,0,,,,,
2015,1,2,5,US,2061,CLT,IAH,-4,-7,0,,,,,
2015,1,2,5,WN,358,ATL,BWI,0,-13,0,,,,,
2015,1,2,5,WN,437,MSY,HOU,0,1,0,,,,,
2015,1,2,5,WN,2858,BNA,RDU,-3,-11,0,,,,,
2015,1,2,5,WN,403,BUF,PHX,-1,19,0,19,0,0,0,0
2015,1,2,5,WN,2581,BWI,BUF,-3,-9,0,,,,,
2015,1,2,5,WN,714,DAL,MCI,0,-12,0,,,,,
2015,1,2,5,WN,4375,HOU,DCA,1,-14,0,,,,,
2015,1,2,5,WN,836,STL,LGA,-2,-16,0,,,,,
2015,1,2,5,WN,3765,LAS,RNO,18,11,0,,,,,
2015,1,2,5,WN,27,LAX,DAL,15,27,0,12,0,15,0,0
2015,1,2,5,WN,3134,MCO,STL,-3,-17,0,,,,,
2015,1,2,5,WN,275,MDW,STL,-1,3,0,,,,,
2015,1,2,5,WN,1451,PHX,SAN,23,6,0,,,,,
2015,1,2,5,WN,3415,SLC,PHX,-3,-15,0,,,,,
2015,1,2,5,AA,1119,MCI,DFW,3,2,0,,,,,
2015,1,2,5,AA,1240,DFW,SJC,-3,-25,0,,,,,
2015,1,2,5,AA,1532,DEN,DFW,-2,-7,0,,,,,
2015,1,2,5,AA,1616,AUS,DFW,-2,-15,0,,,,,
2015,1,2,5,AA,2332,DFW,ORD,-3,-18,0,,,,,
2015,1,2,5,B6,885,JFK,RDU,-2,-5,0,,,,,
2015,1,2,5,B6,954,SJU,FLL,-2,0,0,,,,,
2015,1,2,5,B6,1307,JFK,IAD,-5,-5,0,,,,,
2015,1,2,5,DL,240,SFO,ATL,2,4,0,,,,,
2015,1,2,5,DL,1574,MCO,MSP,-5,-24,0,,,,,
2015,1,2,5,DL,2245,RSW,MSP,-8,-19,0,,,,,
2015,1,2,5,B6,163,JFK,SRQ,-9,-6,0,,,,,
2015,1,2,5,F9,261,DEN,SNA,-5,-20,0,,,,,
2015,1,2,5,MQ,2831,DFW,TUL,,,1,,,,,
2015,1,2,5,MQ,2902,DFW,GRK,0,34,0,34,0,0,0,0
2015,1,2,5,MQ,3030,ORD,BUF,-4,-20,0,,,,,
2015,1,2,5,MQ,3016,DFW,PNS,42,71,0,29,0,0,26,16
2015,1,2,5,MQ,2978,XNA,ORD,-3,13,0,,,,,
2015,1,2,5,OO,2616,MRY,LAX,-13,-8,0,,,,,
2015,1,2,5,NK,404,FLL,ATL,19,27,0,27,0,0,0,0
2015,1,2,5,OO,6241,OKC,SFO,-2,-14,0,,,,,
2015,1,2,5,UA,1744,SLC,IAH,19,10,0,,,,,
2015,1,2,5,UA,1199,SJU,IAH,3,-6,0,,,,,
2015,1,2,5,OO,5235,IAH,AUS,32,28,0,0,0,21,7,0
2015,1,2,5,OO,6322,LAX,SAN,164,170,0,6,0,0,164,0
2015,1,2,5,AA,1556,MIA,PHL,-1,2,0,,,,,
2015,1,2,5,DL,2593,MSY,LAX,-3,17,0,17,0,0,0,0
2015,1,2,5,OO,4978,BOI,IAH,308,314,0,6,0,308,0,0
2015,1,2,5,UA,503,IAH,BOS,5,-7,0,,,,,
2015,1,2,5,UA,1575,SEA,DEN,30,58,0,28,0,30,0,0
2015,1,2,5,UA,1219,AUS,DEN,13,3,0,,,,,
2015,1,2,5,EV,4498,ORD,BTV,0,-18,0,,,,,
2015,1,2,5,EV,4555,ORD,SAV,8,-2,0,,,,,
2015,1,2,5,UA,1539,PHL,IAH,0,15,0,15,0,0,0,0
2015,1,2,5,OO,5622,ORD,DSM,-5,-5,0,,,,,
2015,1,2,5,OO,4581,SEA,GEG,-10,-12,0,,,,,
2015,1,2,5,UA,561,LGA,DEN,-5,-20,0,,,,,
2015,1,2,5,UA,628,ORD,FLL,-6,-18,0,,,,,
