YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,CANCELLED,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,4,7,UA,449,SAN,IAH,-6,-4,0,,,,,
2015,1,4,7,UA,1600,EWR,LAX,105,94,0,0,0,0,94,0
2015,1,4,7,US,456,DFW,PHX,3,7,0,,,,,
2015,1,4,7,US,1874,DCA,MCO,40,39,0,0,0,0,39,0
2015,1,4,7,WN,4823,DAL,LAX,8,-6,0,,,,,
2015,1,4,7,WN,1651,DEN,HOU,38,32,0,0,0,1,31,0
2015,1,4,7,WN,1067,ELP,LAX,80,84,0,4,0,70,10,0
2015,1,4,7,WN,2059,LAS,FLL,18,13,0,,,,,
2015,1,4,7,WN,135,LGA,ATL,16,8,0,,,,,
2015,1,4,7,WN,1815,MCO,BNA,79,78,0,0,0,12,66,0
2015,1,4,7,WN,1768,MKE,LGA,66,112,0,46,0,0,26,40
2015,1,4,7,WN,1249,PHX,ATL,95,97,0,2,0,22,73,0
2015,1,4,7,WN,1757,ABQ,LAS,0,-6,0,,,,,
2015,1,4,7,WN,2349,ATL,DAL,44,35,0,18,0,0,17,0
2015,1,4,7,AA,382,OKC,DFW,,,1,,,,,
2015,1,4,7,AA,333,MFE,DFW,62,65,0,3,0,0,62,0
2015,1,4,7,AA,1212,SDF,DFW,-2,-11,0,,,,,
2015,1,4,7,AA,1493,SAN,DFW,-5,-9,0,,,,,
2015,1,4,7,AA,2418,DFW,SAT,145,150,0,5,0,0,145,0
2015,1,4,7,AS,29,ORD,SEA,8,42,0,34,0,8,0,0
2015,1,4,7,AS,479,LAX,SEA,33,51,0,18,0,0,33,0
2015,1,4,7,AS,550,SEA,PSP,-5,-16,0,,,,,
2015,1,4,7,B6,532,LGB,SLC,-2,-1,0,,,,,
2015,1,4,7,B6,573,EWR,TPA,33,59,0,26,0,10,23,0
2015,1,4,7,B6,700,LAX,FLL,16,19,0,3,0,6,10,0
2015,1,4,7,B6,846,MCO,SWF,85,76,0,0,0,0,47,29
2015,1,4,7,B6,928,MCO,EWR,234,253,0,253,0,0,0,0
2015,1,4,7,DL,733,DTW,SEA,0,-4,0,,,,,
2015,1,4,7,DL,1493,MCO,JFK,100,90,0,90,0,0,0,0
2015,1,4,7,DL,188,DTW,BOS,38,58,0,20,0,38,0,0
2015,1,4,7,DL,2597,BDL,ATL,14,10,0,,,,,
2015,1,4,7,DL,2598,MSP,MKE,0,-10,0,,,,,
2015,1,4,7,DL,2038,ATL,DCA,56,44,0,0,0,11,33,0
2015,1,4,7,DL,2196,MSP,LGA,50,63,0,63,0,0,0,0
2015,1,4,7,DL,1637,DTW,BWI,-4,-11,0,,,,,
2015,1,4,7,DL,1649,LAX,MCO,0,-8,0,,,,,
2015,1,4,7,EV,2504,DFW,MHK,1,6,0,,,,,
2015,1,4,7,EV,3937,IAH,BRO,-1,-2,0,,,,,
2015,1,4,7,EV,5515,DTW,DCA,43,71,0,28,0,43,0,0
2015,1,4,7,F9,1144,DFW,CLE,16,5,0,,,,,
2015,1,4,7,F9,122,DEN,DFW,-2,-6,0,,,,,
2015,1,4,7,F9,1295,CVG,DFW,233,233,0,36,0,22,175,0
2015,1,4,7,MQ,2820,EYW,MIA,-10,-15,0,,,,,
2015,1,4,7,MQ,2851,VPS,DFW,4,8,0,,,,,
2015,1,4,7,MQ,2752,GRR,ORD,56,58,0,2,0,0,50,6
2015,1,4,7,MQ,2767,ROC,ORD,155,174,0,19,0,0,155,0
2015,1,4,7,MQ,2929,ORD,RST,,,1,,,,,
2015,1,4,7,MQ,3240,DFW,PIA,54,48,0,0,0,12,36,0
2015,1,4,7,MQ,3245,DSM,DFW,86,83,0,0,0,0,83,0
2015,1,4,7,NK,356,SAN,LAS,-5,-12,0,,,,,
2015,1,4,7,OO,6225,ORD,DFW,6,33,0,27,0,0,6,0
2015,1,4,7,OO,6486,DEN,ASE,137,148,0,11,0,39,98,0
2015,1,4,7,UA,379,DFW,SFO,-3,-20,0,,,,,
2015,1,4,7,UA,448,BOS,DEN,17,10,0,,,,,
2015,1,4,7,EV,3271,CLE,LGA,33,17,0,12,0,0,5,0
2015,1,4,7,EV,4272,CLE,DCA,-11,-30,0,,,,,
2015,1,4,7,EV,4387,MOB,IAH,-3,-1,0,,,,,
2015,1,4,7,EV,5153,GNV,ATL,103,115,0,12,0,29,74,0
2015,1,4,7,EV,5397,ATL,MDT,9,-2,0,,,,,
2015,1,4,7,OO,5231,DEN,SLC,79,69,0,0,0,0,69,0
2015,1,4,7,OO,5576,DEN,PDX,41,48,0,7,0,38,3,0
2015,1,4,7,UA,280,CLE,TPA,-13,-10,0,,,,,
2015,1,4,7,UA,1072,DEN,IAH,16,7,0,,,,,
2015,1,4,7,DL,1349,DTW,LAX,4,16,0,16,0,0,0,0
2015,1,4,7,EV,4863,IAH,CRP,56,72,0,16,0,19,37,0
2015,1,4,7,HA,334,HNL,OGG,8,8,0,,,,,
2015,1,4,7,UA,484,SAN,DEN,16,9,0,,,,,
2015,1,4,7,UA,1290,ORD,IAH,28,18,0,0,0,13,5,0
2015,1,4,7,UA,1670,DEN,SFO,21,30,0,9,0,21,0,0
2015,1,4,7,DL,480,JFK,MCO,-4,31,0,31,0,0,0,0
2015,1,4,7,EV,3951,LFT,IAH,20,13,0,,,,,
2015,1,4,7,EV,4880,MGM,ATL,33,20,0,0,0,0,20,0
2015,1,4,7,EV,5531,ATL,BQK,56,71,0,15,0,0,56,0
2015,1,4,7,F9,829,MCI,DEN,134,134,0,49,0,28,57,0
2015,1,4,7,EV,5793,JAN,IAH,18,24,0,6,0,15,3,0
2015,1,4,7,OO,6428,LAX,BOI,16,23,0,7,0,16,0,0
2015,1,4,7,AS,64,PSG,WRG,38,34,0,0,0,0,34,0
2015,1,4,7,DL,1116,MDW,ATL,44,55,0,11,0,5,29,10
2015,1,4,7,EV,4701,ORF,EWR,,,1,,,,,
2015,1,4,7,EV,6023,ORD,OMA,110,108,0,0,0,0,108,0
2015,1,4,7,OO,4536,MSP,GRB,13,12,0,,,,,
2015,1,4,7,UA,515,CLE,ORD,104,100,0,65,0,0,35,0
2015,1,4,7,UA,550,PDX,DEN,43,52,0,9,0,24,19,0
2015,1,4,7,UA,1209,DEN,CLE,24,12,0,,,,,
2015,1,4,7,UA,1482,STT,EWR,3,5,0,,,,,
2015,1,4,7,UA,1483,EWR,AUS,77,92,0,15,0,21,56,0
2015,1,4,7,US,1755,DFW,PHL,82,63,0,0,0,3,60,0
2015,1,4,7,WN,1955,BWI,CLE,6,10,0,,,,,
2015,1,4,7,WN,1683,CMH,LAS,5,25,0,25,0,0,0,0
2015,1,4,7,WN,1474,DAL,AUS,20,21,0,1,0,2,18,0
2015,1,4,7,WN,1452,DEN,MCI,19,18,0,0,0,10,8,0
2015,1,4,7,WN,1907,LAS,BUR,17,16,0,0,0,16,0,0
2015,1,4,7,WN,1245,LAS,LIT,110,107,0,0,0,55,52,0
2015,1,4,7,WN,1471,MDW,HOU,53,70,0,17,0,26,27,0
2015,1,4,7,WN,1639,MDW,ROC,65,77,0,12,0,10,55,0
2015,1,4,7,WN,1246,PDX,DEN,17,2,0,,,,,
2015,1,4,7,WN,5,PHL,MCO,-3,23,0,23,0,0,0,0
2015,1,4,7,WN,206,PHX,DEN,2,7,0,,,,,
2015,1,4,7,WN,1319,PHX,SLC,0,-7,0,,,,,
2015,1,4,7,WN,931,SAN,DEN,2,-6,0,,,,,
2015,1,4,7,WN,256,SFO,DEN,12,13,0,,,,,
2015,1,4,7,WN,945,ABQ,PHX,28,33,0,5,0,9,19,0
2015,1,4,7,WN,404,ATL,MKE,63,73,0,10,0,18,45,0
2015,1,4,7,WN,2875,BDL,ATL,45,58,0,13,0,11,34,0
2015,1,4,7,WN,1853,BNA,MSY,37,45,0,8,0,0,37,0
2015,1,4,7,WN,955,BOI,DEN,43,35,0,0,0,0,35,0
2015,1,4,7,WN,3744,BUR,LAS,7,1,0,,,,,
2015,1,4,7,AA,194,ATL,DFW,7,7,0,,,,,
2015,1,4,7,AA,1302,DFW,RDU,27,28,0,1,0,27,0,0
2015,1,4,7,AA,1525,MIA,RDU,29,28,0,0,0,14,14,0
2015,1,4,7,AA,2262,BNA,DFW,-3,-8,0,,,,,
2015,1,4,7,AA,2380,LAX,STL,25,28,0,3,0,2,23,0
2015,1,4,7,AA,2437,LAX,DFW,2,7,0,,,,,
2015,1,4,7,AS,308,SEA,SFO,-4,-14,0,,,,,
2015,1,4,7,AS,538,SEA,ONT,69,65,0,0,0,0,65,0
2015,1,4,7,AS,571,SAN,PDX,-10,3,0,,,,,
2015,1,4,7,DL,1699,BOS,MCO,-3,-10,0,,,,,
2015,1,4,7,DL,1805,DTW,MCO,-2,12,0,,,,,
2015,1,4,7,DL,2131,DTW,ATW,-4,-21,0,,,,,
2015,1,4,7,EV,5086,DTW,MLI,14,28,0,14,0,8,6,0
2015,1,4,7,EV,5569,DTW,PIA,-4,-12,0,,,,,
2015,1,4,7,F9,662,SFO,DEN,76,79,0,74,0,0,5,0
2015,1,4,7,F9,406,LAX,DEN,156,171,0,15,0,0,156,0
2015,1,4,7,MQ,2917,ORD,CVG,113,139,0,26,0,52,61,0
2015,1,4,7,MQ,3132,DTW,ORD,130,206,0,87,0,0,119,0
2015,1,4,7,MQ,3326,DFW,JLN,73,77,0,4,0,26,47,0
2015,1,4,7,MQ,3412,TYS,ORD,124,142,0,18,0,2,122,0
2015,1,4,7,MQ,3469,ORD,FSD,56,68,0,12,0,0,23,33
2015,1,4,7,OO,5364,MKE,ORD,47,73,0,26,0,0,47,0
2015,1,4,7,OO,2620,SAN,LAX,24,22,0,0,0,0,22,0
2015,1,4,7,OO,4498,SLC,BIL,11,11,0,,,,,
2015,1,4,7,OO,5199,SLC,SFO,25,0,0,,,,,
2015,1,4,7,OO,5543,SFO,BOI,7,9,0,,,,,
2015,1,4,7,OO,6609,GJT,PHX,-6,-12,0,,,,,
2015,1,4,7,DL,2637,SAN,MSP,56,60,0,4,0,16,40,0
2015,1,4,7,EV,3933,OKC,IAH,-7,-7,0,,,,,
2015,1,4,7,EV,5146,HPN,ATL,12,33,0,21,0,12,0,0
2015,1,4,7,OO,4447,JAC,SLC,13,16,0,3,0,12,1,0
2015,1,4,7,OO,6460,ASE,DEN,15,12,0,,,,,
2015,1,4,7,OO,5409,ORD,MKE,271,264,0,0,0,0,264,0
2015,1,4,7,B6,33,BTV,JFK,31,59,0,59,0,0,0,0
2015,1,4,7,EV,5227,LGA,ROC,21,-3,0,,,,,
2015,1,4,7,UA,720,DEN,OMA,78,68,0,0,0,22,46,0
2015,1,4,7,UA,1511,IAH,SEA,8,6,0,,,,,
2015,1,4,7,UA,1748,EWR,TPA,42,80,0,38,0,14,28,0
2015,1,4,7,EV,5096,GRB,MSP,9,-11,0,,,,,
2015,1,4,7,EV,4347,GPT,IAH,-9,-10,0,,,,,
2015,1,4,7,OO,5560,DEN,PSP,326,309,0,0,0,17,292,0
2015,1,4,7,OO,6232,DEN,JAC,102,103,0,1,0,30,72,0
2015,1,4,7,OO,4577,DTW,ORD,90,94,0,4,0,0,90,0
2015,1,4,7,AA,1598,MIA,EWR,220,196,0,196,0,0,0,0
2015,1,4,7,B6,83,JFK,MCO,13,9,0,,,,,
2015,1,4,7,B6,813,HPN,FLL,21,30,0,9,0,21,0,0
2015,1,4,7,B6,934,PBI,DCA,71,75,0,4,0,30,41,0
2015,1,4,7,DL,1982,LGA,MIA,20,18,0,0,0,13,5,0
2015,1,4,7,EV,4203,MFE,IAH,77,73,0,0,0,0,73,0
2015,1,4,7,EV,4578,BHM,DEN,74,87,0,13,0,27,47,0
2015,1,4,7,EV,5798,SHV,IAH,-5,-4,0,,,,,
2015,1,4,7,OO,4578,DTW,SBN,-3,-10,0,,,,,
2015,1,4,7,UA,728,IAH,LAS,19,-3,0,,,,,
2015,1,4,7,UA,1634,SFO,ANC,14,13,0,,,,,
2015,1,4,7,US,2097,MCO,CLT,18,28,0,10,0,12,6,0
2015,1,4,7,US,2120,DCA,BOS,114,111,0,0,0,12,99,0
2015,1,4,7,US,834,PIT,PHL,35,32,0,32,0,0,0,0
2015,1,4,7,US,836,SJU,CLT,33,13,0,,,,,
2015,1,4,7,US,1711,DTW,CLT,5,-1,0,,,,,
2015,1,4,7,US,1715,PIT,CLT,-6,-7,0,,,,,
2015,1,4,7,US,1908,ATL,CLT,4,-1,0,,,,,
2015,1,4,7,US,1927,PHL,CLT,-2,0,0,,,,,
2015,1,4,7,US,2052,IND,CLT,43,60,0,17,0,21,22,0
2015,1,4,7,OO,5625,SFO,MMH,40,40,0,0,0,40,0,0
2015,1,4,7,WN,2500,BWI,RDU,-3,23,0,23,0,0,0,0
2015,1,4,7,WN,44,CRP,HOU,11,25,0,14,0,0,11,0
2015,1,4,7,WN,1687,DAL,ABQ,15,12,0,,,,,
2015,1,4,7,WN,37,DAL,HOU,16,23,0,7,0,2,14,0
2015,1,4,7,WN,4930,DAL,SAT,29,28,0,0,0,17,11,0
2015,1,4,7,WN,1353,ELP,PHX,8,18,0,13,0,0,5,0
2015,1,4,7,WN,471,HOU,DAL,55,50,0,0,0,11,39,0
2015,1,4,7,WN,1905,IND,PHX,52,70,0,18,0,6,46,0
2015,1,4,7,WN,60,LAS,HOU,30,24,0,0,0,6,18,0
2015,1,4,7,WN,523,LGA,HOU,34,43,0,15,0,0,28,0
2015,1,4,7,WN,1635,LIT,DAL,42,29,0,0,0,5,24,0
2015,1,4,7,WN,2865,MCI,DEN,34,33,0,0,0,18,15,0
2015,1,4,7,WN,2057,MCO,IND,211,210,0,0,0,187,23,0
2015,1,4,7,WN,1208,OAK,DEN,48,52,0,4,0,0,48,0
2015,1,4,7,WN,2113,ONT,SMF,46,43,0,0,0,2,41,0
2015,1,4,7,WN,1078,PDX,LAS,39,26,0,0,0,1,25,0
2015,1,4,7,WN,122,RDU,PHX,84,82,0,0,0,5,77,0
2015,1,4,7,WN,733,RDU,TPA,12,4,0,,,,,
2015,1,4,7,WN,3929,SAT,TPA,25,14,0,,,,,
2015,1,4,7,WN,2108,BOS,BNA,59,82,0,23,0,11,48,0
2015,1,4,7,AA,85,JFK,SFO,-1,6,0,,,,,
2015,1,4,7,AA,1024,ABQ,DFW,14,8,0,,,,,
2015,1,4,7,AA,1246,LGA,MIA,24,37,0,13,0,0,24,0
2015,1,4,7,AA,1550,LAX,BOS,2,-12,0,,,,,
2015,1,4,7,AA,1555,ORD,LAX,39,45,0,6,0,0,0,39
2015,1,4,7,AA,1672,AUS,LAX,65,52,0,0,0,5,47,0
2015,1,4,7,AA,1497,DFW,BNA,8,4,0,,,,,
2015,1,4,7,AS,49,ANC,ADQ,-13,-17,0,,,,,
2015,1,4,7,AS,584,PDX,SNA,4,-5,0,,,,,
2015,1,4,7,B6,340,SJU,STX,9,13,0,,,,,
2015,1,4,7,B6,1145,RIC,FLL,-7,-15,0,,,,,
2015,1,4,7,B6,1967,HPN,PBI,2,5,0,,,,,
2015,1,4,7,AA,1445,SAN,DFW,8,10,0,,,,,
2015,1,4,7,DL,1265,SAV,ATL,42,43,0,1,0,42,0,0
2015,1,4,7,DL,477,JFK,LAX,86,60,0,0,0,39,21,0
2015,1,4,7,DL,1942,EWR,ATL,55,55,0,0,0,0,55,0
2015,1,4,7,DL,2152,JFK,FLL,-1,16,0,16,0,0,0,0
2015,1,4,7,DL,2396,ATL,RSW,10,8,0,,,,,
2015,1,4,7,DL,1612,ORD,ATL,37,27,0,0,0,4,8,15
2015,1,4,7,EV,4433,ORD,CLE,315,326,0,11,0,46,269,0
2015,1,4,7,EV,4707,IAH,HRL,-1,4,0,,,,,
2015,1,4,7,EV,4914,ATL,FSM,9,16,0,7,0,9,0,0
2015,1,4,7,EV,5059,LGA,BTV,20,6,0,,,,,
2015,1,4,7,EV,5151,TRI,ATL,37,32,0,0,0,0,32,0
2015,1,4,7,EV,5246,IAH,MSP,101,98,0,0,0,0,98,0
2015,1,4,7,F9,948,MSP,TTN,311,,1,,,,,
2015,1,4,7,MQ,2793,JFK,CMH,202,190,0,8,0,0,182,0
2015,1,4,7,MQ,3202,JFK,IND,124,137,0,13,0,14,110,0
2015,1,4,7,MQ,3169,JFK,ORF,164,180,0,52,0,0,128,0
2015,1,4,7,NK,171,LGA,FLL,0,17,0,17,0,0,0,0
2015,1,4,7,OO,4562,CMH,DTW,-5,-7,0,,,,,
2015,1,4,7,OO,4764,SLC,MSO,-5,-3,0,,,,,
2015,1,4,7,UA,450,FLL,DEN,101,88,0,0,0,9,79,0
2015,1,4,7,B6,2601,BUF,JFK,64,68,0,66,0,0,2,0
2015,1,4,7,OO,6192,SBA,DEN,-3,-13,0,,,,,
2015,1,4,7,OO,6459,SBN,ORD,230,286,0,56,0,21,209,0
2015,1,4,7,OO,5246,DFW,IAH,-7,-12,0,,,,,
2015,1,4,7,UA,318,SFO,DEN,45,53,0,8,0,11,34,0
2015,1,4,7,UA,461,DEN,SNA,164,143,0,0,0,31,112,0
2015,1,4,7,UA,503,BOS,SFO,25,1,0,,,,,
2015,1,4,7,AS,66,ANC,CDV,-1,-12,0,,,,,
2015,1,4,7,DL,447,JFK,ATL,-2,-13,0,,,,,
2015,1,4,7,OO,5384,LAX,CLD,16,14,0,,,,,
2015,1,4,7,UA,311,EWR,DEN,242,251,0,9,0,59,183,0
2015,1,4,7,EV,5986,OMA,ORD,61,64,0,59,0,3,2,0
2015,1,4,7,UA,255,LGA,DEN,-5,8,0,,,,,
2015,1,4,7,B6,1075,PVD,MCO,25,26,0,1,0,7,18,0
2015,1,4,7,DL,506,SJU,ATL,11,-4,0,,,,,
2015,1,4,7,NK,209,ORD,OAK,48,53,0,53,0,0,0,0
2015,1,4,7,UA,1100,MCO,EWR,465,459,0,0,0,4,455,0
2015,1,4,7,US,711,PHL,MIA,83,91,0,8,0,0,83,0
2015,1,4,7,US,896,DCA,CLT,1,9,0,,,,,
2015,1,4,7,US,1787,TPA,CLT,5,13,0,,,,,
2015,1,4,7,US,1800,MIA,TPA,28,15,0,0,0,15,0,0
2015,1,4,7,US,1840,CLE,CLT,-12,-3,0,,,,,
2015,1,4,7,VX,932,SFO,LAX,18,6,0,,,,,
2015,1,4,7,WN,2063,CMH,MDW,33,49,0,16,0,3,30,0
2015,1,4,7,WN,3144,DCA,MCI,-2,3,0,,,,,
2015,1,4,7,WN,1689,FLL,BWI,80,73,0,0,0,4,69,0
2015,1,4,7,WN,31,HOU,CLT,29,20,0,0,0,1,19,0
2015,1,4,7,WN,1793,ICT,DAL,41,74,0,33,0,4,37,0
2015,1,4,7,WN,232,ISP,PBI,44,46,0,2,0,17,27,0
2015,1,4,7,WN,4294,LAS,SAN,24,26,0,2,0,0,24,0
2015,1,4,7,WN,1348,LAX,DEN,50,48,0,0,0,23,25,0
2015,1,4,7,WN,371,MCO,SAN,44,44,0,0,0,16,28,0
2015,1,4,7,WN,3296,MDW,BOS,195,189,0,0,0,177,12,0
2015,1,4,7,WN,910,MDW,DAL,43,52,0,9,0,26,17,0
2015,1,4,7,WN,1836,MDW,PIT,44,45,0,1,0,0,10,34
2015,1,4,7,WN,264,MSP,DEN,70,49,0,0,0,7,42,0
2015,1,4,7,WN,609,OAK,BUR,103,94,0,0,0,78,16,0
2015,1,4,7,WN,671,PBI,ISP,105,109,0,4,0,17,88,0
2015,1,4,7,WN,1445,PHX,AUS,88,90,0,2,0,40,48,0
2015,1,4,7,WN,3236,SFO,SAN,5,-11,0,,,,,
2015,1,4,7,WN,4719,SLC,DEN,5,-7,0,,,,,
2015,1,4,7,WN,1270,SMF,SNA,59,53,0,0,0,0,53,0
2015,1,4,7,WN,1457,SNA,DEN,21,31,0,10,0,2,19,0
2015,1,4,7,WN,3300,STL,ATL,56,50,0,0,0,4,46,0
2015,1,4,7,WN,1791,TPA,BHM,34,32,0,0,0,17,15,0
2015,1,4,7,WN,1039,AMA,DAL,17,14,0,,,,,
2015,1,4,7,WN,3851,BUR,PHX,31,27,0,0,0,0,27,0
2015,1,4,7,AA,1015,DFW,SAN,57,31,0,0,0,2,29,0
2015,1,4,7,AA,1181,LAS,DFW,-1,-7,0,,,,,
2015,1,4,7,AA,2339,ORD,DFW,96,95,0,0,0,4,91,0
2015,1,4,7,AS,791,ABQ,SEA,-8,14,0,,,,,
2015,1,4,7,B6,866,SJU,ORD,7,-5,0,,,,,
2015,1,4,7,DL,1381,RSW,MSP,124,113,0,0,0,5,108,0
2015,1,4,7,DL,1500,DTW,DEN,4,-13,0,,,,,
2015,1,4,7,DL,555,TYS,ATL,-4,-8,0,,,,,
2015,1,4,7,DL,2093,MSP,SNA,-3,-27,0,,,,,
2015,1,4,7,DL,2172,ATL,TPA,29,26,0,0,0,0,0,26
2015,1,4,7,DL,2369,MCO,ATL,-1,-9,0,,,,,
2015,1,4,7,EV,3262,IAH,DAL,-6,-6,0,,,,,
2015,1,4,7,EV,2538,DFW,TYR,-3,-5,0,,,,,
2015,1,4,7,EV,4254,IAH,HSV,19,15,0,0,0,11,4,0
2015,1,4,7,EV,4654,IAH,BTR,46,50,0,4,0,46,0,0
2015,1,4,7,EV,4615,EWR,STL,,,1,,,,,
2015,1,4,7,EV,6128,IAH,AEX,-4,-10,0,,,,,
2015,1,4,7,MQ,2998,BTR,DFW,106,119,0,13,0,7,99,0
2015,1,4,7,MQ,3305,RDU,LGA,189,180,0,20,0,0,160,0
2015,1,4,7,MQ,3453,SJT,DFW,30,17,0,0,0,0,17,0
2015,1,4,7,EV,4340,IAH,CMH,26,13,0,,,,,
2015,1,4,7,NK,720,LAX,LAS,-4,-8,0,,,,,
2015,1,4,7,OO,2579,LAX,SAN,-3,-6,0,,,,,
2015,1,4,7,OO,2592,LAX,SLC,162,165,0,3,0,144,18,0
2015,1,4,7,NK,360,LAS,PDX,43,45,0,45,0,0,0,0
2015,1,4,7,OO,4468,SLC,HLN,-3,4,0,,,,,
2015,1,4,7,OO,4714,MSP,ATW,39,47,0,8,0,0,39,0
2015,1,4,7,UA,741,ORD,SFO,155,177,0,22,0,72,83,0
2015,1,4,7,B6,690,DCA,BOS,-8,-21,0,,,,,
2015,1,4,7,DL,2035,MKE,ATL,-4,23,0,23,0,0,0,0
2015,1,4,7,EV,3263,LAN,ORD,56,75,0,28,0,19,28,0
2015,1,4,7,OO,6408,EUG,DEN,166,156,0,0,0,65,91,0
2015,1,4,7,DL,1145,DTW,SFO,13,21,0,8,0,13,0,0
2015,1,4,7,EV,4175,AVL,EWR,217,200,0,124,0,0,76,0
2015,1,4,7,EV,4248,IAH,BNA,6,-13,0,,,,,
2015,1,4,7,EV,5449,ELM,DTW,30,54,0,24,0,23,7,0
2015,1,4,7,EV,5604,ATL,MOB,110,108,0,0,0,108,0,0
2015,1,4,7,EV,5469,ATL,MYR,60,52,0,0,0,1,51,0
2015,1,4,7,EV,5567,SGF,ATL,106,96,0,0,0,0,96,0
2015,1,4,7,EV,5355,XNA,ATL,10,-2,0,,,,,
2015,1,4,7,EV,4335,EWR,JAX,20,61,0,41,0,20,0,0
2015,1,4,7,OO,6237,DEN,FSD,16,21,0,5,0,0,16,0
2015,1,4,7,OO,5578,DEN,SJC,30,14,0,,,,,
2015,1,4,7,DL,922,BOI,SLC,6,0,0,,,,,
2015,1,4,7,EV,4628,STL,EWR,194,191,0,186,0,0,5,0
2015,1,4,7,OO,5524,DEN,CPR,221,214,0,0,0,14,200,0
2015,1,4,7,UA,493,PIT,ORD,59,49,0,49,0,0,0,0
2015,1,4,7,B6,1417,AUS,LGB,21,3,0,,,,,
2015,1,4,7,DL,1820,ATL,CHS,17,8,0,,,,,
2015,1,4,7,OO,6229,ORD,DSM,78,132,0,54,0,7,71,0
2015,1,4,7,OO,6335,SAN,LAX,0,8,0,,,,,
2015,1,4,7,UA,1140,IAH,DEN,47,36,0,0,0,21,15,0
2015,1,4,7,UA,1255,LAX,EWR,41,21,0,20,0,0,1,0
2015,1,4,7,UA,1647,IAH,ORD,85,91,0,72,0,0,19,0
2015,1,4,7,US,2092,IAH,CLT,39,24,0,0,0,1,23,0
2015,1,4,7,US,837,STT,PHL,6,5,0,,,,,
2015,1,4,7,US,889,BWI,CLT,17,16,0,0,0,7,9,0
2015,1,4,7,US,1718,PHL,PHX,36,56,0,20,0,15,21,0
2015,1,4,7,US,1945,MCI,CLT,-4,-13,0,,,,,
2015,1,4,7,VX,933,LAX,SFO,2,-5,0,,,,,
2015,1,4,7,VX,210,SFO,ORD,-3,-14,0,,,,,
2015,1,4,7,WN,1581,BWI,TPA,42,45,0,3,0,13,29,0
2015,1,4,7,WN,2871,DEN,SLC,48,44,0,0,0,10,34,0
2015,1,4,7,WN,1215,HOU,AUS,29,23,0,0,0,23,0,0
2015,1,4,7,WN,467,HOU,MCO,24,22,0,0,0,12,10,0
2015,1,4,7,WN,2609,LAX,PHX,63,70,0,7,0,7,56,0
2015,1,4,7,WN,2264,MCO,MDW,35,33,0,0,0,5,28,0
2015,1,4,7,WN,119,MDW,MCI,43,44,0,1,0,0,28,15
2015,1,4,7,WN,1274,OKC,LAS,15,-2,0,,,,,
2015,1,4,7,WN,3843,ONT,DEN,0,1,0,,,,,
2015,1,4,7,WN,178,SEA,PHX,65,43,0,0,0,0,43,0
2015,1,4,7,WN,1986,SJU,TPA,23,33,0,10,0,5,18,0
2015,1,4,7,WN,1898,ATL,MSP,48,42,0,0,0,4,38,0
2015,1,4,7,WN,228,BNA,TPA,101,108,0,7,0,8,93,0
2015,1,4,7,WN,3126,BWI,BDL,29,19,0,0,0,6,13,0
2015,1,4,7,AA,159,SAN,ORD,28,28,0,0,0,0,28,0
2015,1,4,7,AA,332,RDU,DFW,16,35,0,19,0,1,15,0
2015,1,4,7,AA,1215,ORD,SEA,63,87,0,24,0,63,0,0
2015,1,4,7,AS,555,PSP,SEA,4,18,0,18,0,0,0,0
2015,1,4,7,AS,842,LIH,OAK,-2,-30,0,,,,,
2015,1,4,7,AS,856,KOA,SJC,-2,-18,0,,,,,
2015,1,4,7,DL,970,TLH,ATL,194,181,0,0,0,181,0,0
2015,1,4,7,DL,503,DTW,MSP,53,60,0,7,0,48,5,0
2015,1,4,7,DL,2133,CLT,ATL,8,1,0,,,,,
2015,1,4,7,DL,2149,DEN,MSP,15,5,0,,,,,
2015,1,4,7,DL,2195,ATL,MLB,-1,5,0,,,,,
2015,1,4,7,DL,2436,ANC,SEA,-10,-39,0,,,,,
2015,1,4,7,DL,2589,FLL,JFK,191,191,0,0,0,6,185,0
2015,1,4,7,DL,1668,LAX,MSP,12,24,0,12,0,12,0,0
2015,1,4,7,EV,4483,IAH,STL,7,-2,0,,,,,
2015,1,4,7,EV,5054,DTW,OMA,-6,-4,0,,,,,
2015,1,4,7,EV,5327,DTW,MSN,-1,-20,0,,,,,
2015,1,4,7,EV,5613,VLD,ATL,-5,-8,0,,,,,
2015,1,4,7,EV,5924,ORD,TYS,253,245,0,0,0,139,106,0
2015,1,4,7,F9,1063,ORD,SLC,86,97,0,49,0,0,41,7
2015,1,4,7,F9,778,LAS,DEN,-13,-16,0,,,,,
2015,1,4,7,MQ,2941,DAY,ORD,286,371,0,160,0,0,211,0
2015,1,4,7,MQ,3046,ORD,DBQ,,,1,,,,,
2015,1,4,7,NK,245,ORD,LAS,9,9,0,,,,,
2015,1,4,7,NK,427,MSP,TPA,8,1,0,,,,,
2015,1,4,7,NK,913,DTW,MCI,26,67,0,67,0,0,0,0
2015,1,4,7,OO,6412,SAT,SFO,39,17,0,0,0,0,17,0
